,Paths,Label
3008,DATA/train/NonDemented/nonDem757.jpg,1
2780,DATA/train/NonDemented/nonDem551.jpg,1
3131,DATA/train/NonDemented/nonDem868.jpg,1
899,DATA/train/NonDemented/nonDem1161.jpg,1
1973,DATA/train/NonDemented/nonDem2128.jpg,1
905,DATA/train/NonDemented/nonDem1167.jpg,1
4207,DATA/train/VeryMildDemented/verymildDem1789.jpg,3
3931,DATA/train/VeryMildDemented/verymildDem154.jpg,3
2542,DATA/train/NonDemented/nonDem337.jpg,1
3335,DATA/train/VeryMildDemented/verymildDem1002.jpg,3
4351,DATA/train/VeryMildDemented/verymildDem305.jpg,3
4354,DATA/train/VeryMildDemented/verymildDem308.jpg,3
2707,DATA/train/NonDemented/nonDem486.jpg,1
1463,DATA/train/NonDemented/nonDem167.jpg,1
1921,DATA/train/NonDemented/nonDem2081.jpg,1
1176,DATA/train/NonDemented/nonDem1410.jpg,1
211,DATA/train/MildDemented/mildDem289.jpg,0
152,DATA/train/MildDemented/mildDem235.jpg,0
3019,DATA/train/NonDemented/nonDem767.jpg,1
18,DATA/train/MildDemented/mildDem114.jpg,0
2008,DATA/train/NonDemented/nonDem216.jpg,1
827,DATA/train/NonDemented/nonDem1097.jpg,1
3900,DATA/train/VeryMildDemented/verymildDem1511.jpg,3
3808,DATA/train/VeryMildDemented/verymildDem1429.jpg,3
4449,DATA/train/VeryMildDemented/verymildDem394.jpg,3
3919,DATA/train/VeryMildDemented/verymildDem1529.jpg,3
1089,DATA/train/NonDemented/nonDem1332.jpg,1
2307,DATA/train/NonDemented/nonDem2429.jpg,1
5120,DATA/train/VeryMildDemented/verymildDem999.jpg,3
4298,DATA/train/VeryMildDemented/verymildDem258.jpg,3
2152,DATA/train/NonDemented/nonDem229.jpg,1
2351,DATA/train/NonDemented/nonDem2469.jpg,1
973,DATA/train/NonDemented/nonDem1228.jpg,1
5090,DATA/train/VeryMildDemented/verymildDem971.jpg,3
2678,DATA/train/NonDemented/nonDem46.jpg,1
2977,DATA/train/NonDemented/nonDem729.jpg,1
749,DATA/train/NonDemented/nonDem1026.jpg,1
3721,DATA/train/VeryMildDemented/verymildDem1350.jpg,3
2047,DATA/train/NonDemented/nonDem2195.jpg,1
917,DATA/train/NonDemented/nonDem1178.jpg,1
4702,DATA/train/VeryMildDemented/verymildDem621.jpg,3
2587,DATA/train/NonDemented/nonDem378.jpg,1
4584,DATA/train/VeryMildDemented/verymildDem515.jpg,3
96,DATA/train/MildDemented/mildDem185.jpg,0
1486,DATA/train/NonDemented/nonDem1690.jpg,1
4414,DATA/train/VeryMildDemented/verymildDem362.jpg,3
1538,DATA/train/NonDemented/nonDem1737.jpg,1
4829,DATA/train/VeryMildDemented/verymildDem736.jpg,3
4218,DATA/train/VeryMildDemented/verymildDem186.jpg,3
3470,DATA/train/VeryMildDemented/verymildDem1124.jpg,3
2860,DATA/train/NonDemented/nonDem623.jpg,1
1553,DATA/train/NonDemented/nonDem1750.jpg,1
139,DATA/train/MildDemented/mildDem223.jpg,0
3578,DATA/train/VeryMildDemented/verymildDem1221.jpg,3
415,DATA/train/MildDemented/mildDem472.jpg,0
3017,DATA/train/NonDemented/nonDem765.jpg,1
2197,DATA/train/NonDemented/nonDem233.jpg,1
533,DATA/train/MildDemented/mildDem579.jpg,0
844,DATA/train/NonDemented/nonDem1111.jpg,1
627,DATA/train/MildDemented/mildDem663.jpg,0
4711,DATA/train/VeryMildDemented/verymildDem63.jpg,3
3252,DATA/train/NonDemented/nonDem977.jpg,1
3393,DATA/train/VeryMildDemented/verymildDem1055.jpg,3
3812,DATA/train/VeryMildDemented/verymildDem1432.jpg,3
3300,DATA/train/ModerateDemented/moderateDem3.jpg,2
1451,DATA/train/NonDemented/nonDem1659.jpg,1
2940,DATA/train/NonDemented/nonDem696.jpg,1
356,DATA/train/MildDemented/mildDem419.jpg,0
1366,DATA/train/NonDemented/nonDem1582.jpg,1
650,DATA/train/MildDemented/mildDem684.jpg,0
1897,DATA/train/NonDemented/nonDem206.jpg,1
3244,DATA/train/NonDemented/nonDem97.jpg,1
946,DATA/train/NonDemented/nonDem1203.jpg,1
3760,DATA/train/VeryMildDemented/verymildDem1386.jpg,3
2724,DATA/train/NonDemented/nonDem500.jpg,1
3766,DATA/train/VeryMildDemented/verymildDem1391.jpg,3
1679,DATA/train/NonDemented/nonDem1864.jpg,1
4564,DATA/train/VeryMildDemented/verymildDem498.jpg,3
4456,DATA/train/VeryMildDemented/verymildDem40.jpg,3
3723,DATA/train/VeryMildDemented/verymildDem1352.jpg,3
4081,DATA/train/VeryMildDemented/verymildDem1675.jpg,3
4423,DATA/train/VeryMildDemented/verymildDem370.jpg,3
2153,DATA/train/NonDemented/nonDem2290.jpg,1
753,DATA/train/NonDemented/nonDem103.jpg,1
4603,DATA/train/VeryMildDemented/verymildDem532.jpg,3
4532,DATA/train/VeryMildDemented/verymildDem469.jpg,3
4884,DATA/train/VeryMildDemented/verymildDem786.jpg,3
2364,DATA/train/NonDemented/nonDem2480.jpg,1
2794,DATA/train/NonDemented/nonDem564.jpg,1
2420,DATA/train/NonDemented/nonDem2530.jpg,1
2537,DATA/train/NonDemented/nonDem332.jpg,1
1224,DATA/train/NonDemented/nonDem1454.jpg,1
607,DATA/train/MildDemented/mildDem645.jpg,0
4145,DATA/train/VeryMildDemented/verymildDem1732.jpg,3
2755,DATA/train/NonDemented/nonDem529.jpg,1
3542,DATA/train/VeryMildDemented/verymildDem119.jpg,3
39,DATA/train/MildDemented/mildDem133.jpg,0
2792,DATA/train/NonDemented/nonDem562.jpg,1
1373,DATA/train/NonDemented/nonDem1589.jpg,1
1485,DATA/train/NonDemented/nonDem169.jpg,1
5105,DATA/train/VeryMildDemented/verymildDem985.jpg,3
2056,DATA/train/NonDemented/nonDem2202.jpg,1
348,DATA/train/MildDemented/mildDem411.jpg,0
1946,DATA/train/NonDemented/nonDem2103.jpg,1
506,DATA/train/MildDemented/mildDem554.jpg,0
4926,DATA/train/VeryMildDemented/verymildDem823.jpg,3
3601,DATA/train/VeryMildDemented/verymildDem1242.jpg,3
2499,DATA/train/NonDemented/nonDem299.jpg,1
1217,DATA/train/NonDemented/nonDem1448.jpg,1
4748,DATA/train/VeryMildDemented/verymildDem663.jpg,3
4546,DATA/train/VeryMildDemented/verymildDem481.jpg,3
33,DATA/train/MildDemented/mildDem128.jpg,0
4781,DATA/train/VeryMildDemented/verymildDem693.jpg,3
4131,DATA/train/VeryMildDemented/verymildDem172.jpg,3
3683,DATA/train/VeryMildDemented/verymildDem1316.jpg,3
3640,DATA/train/VeryMildDemented/verymildDem1278.jpg,3
3876,DATA/train/VeryMildDemented/verymildDem1490.jpg,3
2416,DATA/train/NonDemented/nonDem2527.jpg,1
3585,DATA/train/VeryMildDemented/verymildDem1228.jpg,3
759,DATA/train/NonDemented/nonDem1035.jpg,1
2169,DATA/train/NonDemented/nonDem2304.jpg,1
4959,DATA/train/VeryMildDemented/verymildDem853.jpg,3
1482,DATA/train/NonDemented/nonDem1687.jpg,1
4674,DATA/train/VeryMildDemented/verymildDem597.jpg,3
458,DATA/train/MildDemented/mildDem510.jpg,0
2525,DATA/train/NonDemented/nonDem321.jpg,1
1356,DATA/train/NonDemented/nonDem1573.jpg,1
2729,DATA/train/NonDemented/nonDem505.jpg,1
4166,DATA/train/VeryMildDemented/verymildDem1751.jpg,3
3328,DATA/train/ModerateDemented/moderateDem9.jpg,2
2629,DATA/train/NonDemented/nonDem415.jpg,1
4190,DATA/train/VeryMildDemented/verymildDem1773.jpg,3
4610,DATA/train/VeryMildDemented/verymildDem539.jpg,3
909,DATA/train/NonDemented/nonDem1170.jpg,1
1142,DATA/train/NonDemented/nonDem1380.jpg,1
3146,DATA/train/NonDemented/nonDem881.jpg,1
2740,DATA/train/NonDemented/nonDem515.jpg,1
15,DATA/train/MildDemented/mildDem111.jpg,0
411,DATA/train/MildDemented/mildDem469.jpg,0
2929,DATA/train/NonDemented/nonDem686.jpg,1
1817,DATA/train/NonDemented/nonDem1989.jpg,1
2077,DATA/train/NonDemented/nonDem2221.jpg,1
472,DATA/train/MildDemented/mildDem523.jpg,0
373,DATA/train/MildDemented/mildDem434.jpg,0
3137,DATA/train/NonDemented/nonDem873.jpg,1
1162,DATA/train/NonDemented/nonDem1399.jpg,1
2320,DATA/train/NonDemented/nonDem2440.jpg,1
4280,DATA/train/VeryMildDemented/verymildDem241.jpg,3
3158,DATA/train/NonDemented/nonDem892.jpg,1
4350,DATA/train/VeryMildDemented/verymildDem304.jpg,3
103,DATA/train/MildDemented/mildDem191.jpg,0
1648,DATA/train/NonDemented/nonDem1836.jpg,1
1799,DATA/train/NonDemented/nonDem1972.jpg,1
3249,DATA/train/NonDemented/nonDem974.jpg,1
4305,DATA/train/VeryMildDemented/verymildDem264.jpg,3
1608,DATA/train/NonDemented/nonDem180.jpg,1
2521,DATA/train/NonDemented/nonDem318.jpg,1
2065,DATA/train/NonDemented/nonDem2210.jpg,1
2900,DATA/train/NonDemented/nonDem66.jpg,1
3003,DATA/train/NonDemented/nonDem752.jpg,1
3128,DATA/train/NonDemented/nonDem865.jpg,1
253,DATA/train/MildDemented/mildDem326.jpg,0
2989,DATA/train/NonDemented/nonDem74.jpg,1
1453,DATA/train/NonDemented/nonDem1660.jpg,1
4089,DATA/train/VeryMildDemented/verymildDem1682.jpg,3
299,DATA/train/MildDemented/mildDem368.jpg,0
4565,DATA/train/VeryMildDemented/verymildDem499.jpg,3
1059,DATA/train/NonDemented/nonDem1305.jpg,1
341,DATA/train/MildDemented/mildDem405.jpg,0
2572,DATA/train/NonDemented/nonDem364.jpg,1
3772,DATA/train/VeryMildDemented/verymildDem1397.jpg,3
4765,DATA/train/VeryMildDemented/verymildDem679.jpg,3
1496,DATA/train/NonDemented/nonDem17.jpg,1
2581,DATA/train/NonDemented/nonDem372.jpg,1
1933,DATA/train/NonDemented/nonDem2092.jpg,1
4636,DATA/train/VeryMildDemented/verymildDem562.jpg,3
4506,DATA/train/VeryMildDemented/verymildDem445.jpg,3
4069,DATA/train/VeryMildDemented/verymildDem1664.jpg,3
4791,DATA/train/VeryMildDemented/verymildDem701.jpg,3
3487,DATA/train/VeryMildDemented/verymildDem114.jpg,3
2323,DATA/train/NonDemented/nonDem2443.jpg,1
3997,DATA/train/VeryMildDemented/verymildDem16.jpg,3
4868,DATA/train/VeryMildDemented/verymildDem771.jpg,3
4755,DATA/train/VeryMildDemented/verymildDem67.jpg,3
1599,DATA/train/NonDemented/nonDem1792.jpg,1
246,DATA/train/MildDemented/mildDem32.jpg,0
1423,DATA/train/NonDemented/nonDem1633.jpg,1
1300,DATA/train/NonDemented/nonDem1522.jpg,1
2926,DATA/train/NonDemented/nonDem683.jpg,1
2736,DATA/train/NonDemented/nonDem511.jpg,1
476,DATA/train/MildDemented/mildDem527.jpg,0
3801,DATA/train/VeryMildDemented/verymildDem1422.jpg,3
1294,DATA/train/NonDemented/nonDem1517.jpg,1
4714,DATA/train/VeryMildDemented/verymildDem632.jpg,3
3257,DATA/train/NonDemented/nonDem981.jpg,1
5108,DATA/train/VeryMildDemented/verymildDem988.jpg,3
1367,DATA/train/NonDemented/nonDem1583.jpg,1
3796,DATA/train/VeryMildDemented/verymildDem1418.jpg,3
4512,DATA/train/VeryMildDemented/verymildDem450.jpg,3
3811,DATA/train/VeryMildDemented/verymildDem1431.jpg,3
4889,DATA/train/VeryMildDemented/verymildDem790.jpg,3
4876,DATA/train/VeryMildDemented/verymildDem779.jpg,3
2919,DATA/train/NonDemented/nonDem677.jpg,1
648,DATA/train/MildDemented/mildDem682.jpg,0
2459,DATA/train/NonDemented/nonDem262.jpg,1
3794,DATA/train/VeryMildDemented/verymildDem1416.jpg,3
1888,DATA/train/NonDemented/nonDem2051.jpg,1
552,DATA/train/MildDemented/mildDem596.jpg,0
2195,DATA/train/NonDemented/nonDem2328.jpg,1
969,DATA/train/NonDemented/nonDem1224.jpg,1
1407,DATA/train/NonDemented/nonDem1619.jpg,1
4235,DATA/train/VeryMildDemented/verymildDem200.jpg,3
579,DATA/train/MildDemented/mildDem62.jpg,0
1111,DATA/train/NonDemented/nonDem1352.jpg,1
4093,DATA/train/VeryMildDemented/verymildDem1686.jpg,3
282,DATA/train/MildDemented/mildDem352.jpg,0
218,DATA/train/MildDemented/mildDem295.jpg,0
3204,DATA/train/NonDemented/nonDem933.jpg,1
1526,DATA/train/NonDemented/nonDem1726.jpg,1
2383,DATA/train/NonDemented/nonDem2498.jpg,1
4510,DATA/train/VeryMildDemented/verymildDem449.jpg,3
2265,DATA/train/NonDemented/nonDem2391.jpg,1
1002,DATA/train/NonDemented/nonDem1254.jpg,1
1452,DATA/train/NonDemented/nonDem166.jpg,1
1522,DATA/train/NonDemented/nonDem1722.jpg,1
4486,DATA/train/VeryMildDemented/verymildDem427.jpg,3
487,DATA/train/MildDemented/mildDem537.jpg,0
1170,DATA/train/NonDemented/nonDem1405.jpg,1
2800,DATA/train/NonDemented/nonDem57.jpg,1
3224,DATA/train/NonDemented/nonDem951.jpg,1
664,DATA/train/MildDemented/mildDem697.jpg,0
5036,DATA/train/VeryMildDemented/verymildDem922.jpg,3
3142,DATA/train/NonDemented/nonDem878.jpg,1
488,DATA/train/MildDemented/mildDem538.jpg,0
329,DATA/train/MildDemented/mildDem395.jpg,0
3625,DATA/train/VeryMildDemented/verymildDem1264.jpg,3
2546,DATA/train/NonDemented/nonDem340.jpg,1
3692,DATA/train/VeryMildDemented/verymildDem1324.jpg,3
2566,DATA/train/NonDemented/nonDem359.jpg,1
4967,DATA/train/VeryMildDemented/verymildDem860.jpg,3
2770,DATA/train/NonDemented/nonDem542.jpg,1
3947,DATA/train/VeryMildDemented/verymildDem1554.jpg,3
1798,DATA/train/NonDemented/nonDem1971.jpg,1
1060,DATA/train/NonDemented/nonDem1306.jpg,1
516,DATA/train/MildDemented/mildDem563.jpg,0
624,DATA/train/MildDemented/mildDem660.jpg,0
3681,DATA/train/VeryMildDemented/verymildDem1314.jpg,3
2136,DATA/train/NonDemented/nonDem2275.jpg,1
2122,DATA/train/NonDemented/nonDem2262.jpg,1
606,DATA/train/MildDemented/mildDem644.jpg,0
2250,DATA/train/NonDemented/nonDem2378.jpg,1
2308,DATA/train/NonDemented/nonDem243.jpg,1
350,DATA/train/MildDemented/mildDem413.jpg,0
3430,DATA/train/VeryMildDemented/verymildDem1089.jpg,3
2916,DATA/train/NonDemented/nonDem674.jpg,1
1244,DATA/train/NonDemented/nonDem1472.jpg,1
1127,DATA/train/NonDemented/nonDem1367.jpg,1
3719,DATA/train/VeryMildDemented/verymildDem1349.jpg,3
1995,DATA/train/NonDemented/nonDem2148.jpg,1
2339,DATA/train/NonDemented/nonDem2458.jpg,1
2524,DATA/train/NonDemented/nonDem320.jpg,1
4083,DATA/train/VeryMildDemented/verymildDem1677.jpg,3
1652,DATA/train/NonDemented/nonDem184.jpg,1
1072,DATA/train/NonDemented/nonDem1317.jpg,1
4892,DATA/train/VeryMildDemented/verymildDem793.jpg,3
224,DATA/train/MildDemented/mildDem30.jpg,0
1961,DATA/train/NonDemented/nonDem2117.jpg,1
2833,DATA/train/NonDemented/nonDem6.jpg,1
2003,DATA/train/NonDemented/nonDem2155.jpg,1
276,DATA/train/MildDemented/mildDem347.jpg,0
3770,DATA/train/VeryMildDemented/verymildDem1395.jpg,3
2801,DATA/train/NonDemented/nonDem570.jpg,1
1981,DATA/train/NonDemented/nonDem2135.jpg,1
1318,DATA/train/NonDemented/nonDem1539.jpg,1
2238,DATA/train/NonDemented/nonDem2367.jpg,1
720,DATA/train/NonDemented/nonDem100.jpg,1
630,DATA/train/MildDemented/mildDem666.jpg,0
4057,DATA/train/VeryMildDemented/verymildDem1653.jpg,3
3820,DATA/train/VeryMildDemented/verymildDem144.jpg,3
3360,DATA/train/VeryMildDemented/verymildDem1025.jpg,3
1113,DATA/train/NonDemented/nonDem1354.jpg,1
2029,DATA/train/NonDemented/nonDem2179.jpg,1
3378,DATA/train/VeryMildDemented/verymildDem1041.jpg,3
3260,DATA/train/NonDemented/nonDem984.jpg,1
1717,DATA/train/NonDemented/nonDem1899.jpg,1
201,DATA/train/MildDemented/mildDem28.jpg,0
159,DATA/train/MildDemented/mildDem241.jpg,0
459,DATA/train/MildDemented/mildDem511.jpg,0
4282,DATA/train/VeryMildDemented/verymildDem243.jpg,3
2862,DATA/train/NonDemented/nonDem625.jpg,1
700,DATA/train/MildDemented/mildDem84.jpg,0
2671,DATA/train/NonDemented/nonDem453.jpg,1
2286,DATA/train/NonDemented/nonDem241.jpg,1
351,DATA/train/MildDemented/mildDem414.jpg,0
11,DATA/train/MildDemented/mildDem108.jpg,0
706,DATA/train/MildDemented/mildDem9.jpg,0
4841,DATA/train/VeryMildDemented/verymildDem747.jpg,3
1036,DATA/train/NonDemented/nonDem1285.jpg,1
4596,DATA/train/VeryMildDemented/verymildDem526.jpg,3
1034,DATA/train/NonDemented/nonDem1283.jpg,1
4261,DATA/train/VeryMildDemented/verymildDem224.jpg,3
808,DATA/train/NonDemented/nonDem108.jpg,1
3318,DATA/train/ModerateDemented/moderateDem46.jpg,2
985,DATA/train/NonDemented/nonDem1239.jpg,1
3936,DATA/train/VeryMildDemented/verymildDem1544.jpg,3
1707,DATA/train/NonDemented/nonDem189.jpg,1
4599,DATA/train/VeryMildDemented/verymildDem529.jpg,3
3539,DATA/train/VeryMildDemented/verymildDem1187.jpg,3
1562,DATA/train/NonDemented/nonDem1759.jpg,1
2774,DATA/train/NonDemented/nonDem546.jpg,1
3450,DATA/train/VeryMildDemented/verymildDem1106.jpg,3
761,DATA/train/NonDemented/nonDem1037.jpg,1
3445,DATA/train/VeryMildDemented/verymildDem1101.jpg,3
1706,DATA/train/NonDemented/nonDem1889.jpg,1
5086,DATA/train/VeryMildDemented/verymildDem968.jpg,3
1757,DATA/train/NonDemented/nonDem1934.jpg,1
3117,DATA/train/NonDemented/nonDem855.jpg,1
2330,DATA/train/NonDemented/nonDem245.jpg,1
1503,DATA/train/NonDemented/nonDem1705.jpg,1
134,DATA/train/MildDemented/mildDem219.jpg,0
3747,DATA/train/VeryMildDemented/verymildDem1374.jpg,3
3154,DATA/train/NonDemented/nonDem889.jpg,1
364,DATA/train/MildDemented/mildDem426.jpg,0
2133,DATA/train/NonDemented/nonDem2272.jpg,1
3908,DATA/train/VeryMildDemented/verymildDem1519.jpg,3
3305,DATA/train/ModerateDemented/moderateDem34.jpg,2
2995,DATA/train/NonDemented/nonDem745.jpg,1
1234,DATA/train/NonDemented/nonDem1463.jpg,1
2732,DATA/train/NonDemented/nonDem508.jpg,1
535,DATA/train/MildDemented/mildDem580.jpg,0
2810,DATA/train/NonDemented/nonDem579.jpg,1
3809,DATA/train/VeryMildDemented/verymildDem143.jpg,3
3587,DATA/train/VeryMildDemented/verymildDem123.jpg,3
251,DATA/train/MildDemented/mildDem324.jpg,0
614,DATA/train/MildDemented/mildDem651.jpg,0
531,DATA/train/MildDemented/mildDem577.jpg,0
512,DATA/train/MildDemented/mildDem56.jpg,0
204,DATA/train/MildDemented/mildDem282.jpg,0
804,DATA/train/NonDemented/nonDem1076.jpg,1
1807,DATA/train/NonDemented/nonDem198.jpg,1
771,DATA/train/NonDemented/nonDem1046.jpg,1
1245,DATA/train/NonDemented/nonDem1473.jpg,1
405,DATA/train/MildDemented/mildDem463.jpg,0
3606,DATA/train/VeryMildDemented/verymildDem1247.jpg,3
4833,DATA/train/VeryMildDemented/verymildDem74.jpg,3
507,DATA/train/MildDemented/mildDem555.jpg,0
3502,DATA/train/VeryMildDemented/verymildDem1153.jpg,3
1805,DATA/train/NonDemented/nonDem1978.jpg,1
3282,DATA/train/ModerateDemented/moderateDem13.jpg,2
4214,DATA/train/VeryMildDemented/verymildDem182.jpg,3
4113,DATA/train/VeryMildDemented/verymildDem1703.jpg,3
3114,DATA/train/NonDemented/nonDem852.jpg,1
205,DATA/train/MildDemented/mildDem283.jpg,0
1152,DATA/train/NonDemented/nonDem139.jpg,1
4109,DATA/train/VeryMildDemented/verymildDem170.jpg,3
1595,DATA/train/NonDemented/nonDem1789.jpg,1
4927,DATA/train/VeryMildDemented/verymildDem824.jpg,3
2620,DATA/train/NonDemented/nonDem407.jpg,1
1061,DATA/train/NonDemented/nonDem1307.jpg,1
542,DATA/train/MildDemented/mildDem587.jpg,0
1291,DATA/train/NonDemented/nonDem1514.jpg,1
4788,DATA/train/VeryMildDemented/verymildDem7.jpg,3
1476,DATA/train/NonDemented/nonDem1681.jpg,1
325,DATA/train/MildDemented/mildDem391.jpg,0
3598,DATA/train/VeryMildDemented/verymildDem124.jpg,3
3351,DATA/train/VeryMildDemented/verymildDem1017.jpg,3
851,DATA/train/NonDemented/nonDem1118.jpg,1
2127,DATA/train/NonDemented/nonDem2267.jpg,1
1128,DATA/train/NonDemented/nonDem1368.jpg,1
591,DATA/train/MildDemented/mildDem630.jpg,0
721,DATA/train/NonDemented/nonDem1000.jpg,1
1398,DATA/train/NonDemented/nonDem1610.jpg,1
2182,DATA/train/NonDemented/nonDem2316.jpg,1
3057,DATA/train/NonDemented/nonDem800.jpg,1
750,DATA/train/NonDemented/nonDem1027.jpg,1
2651,DATA/train/NonDemented/nonDem435.jpg,1
1100,DATA/train/NonDemented/nonDem1342.jpg,1
944,DATA/train/NonDemented/nonDem1201.jpg,1
3016,DATA/train/NonDemented/nonDem764.jpg,1
3028,DATA/train/NonDemented/nonDem775.jpg,1
3220,DATA/train/NonDemented/nonDem948.jpg,1
2577,DATA/train/NonDemented/nonDem369.jpg,1
3774,DATA/train/VeryMildDemented/verymildDem1399.jpg,3
2380,DATA/train/NonDemented/nonDem2495.jpg,1
4043,DATA/train/VeryMildDemented/verymildDem1640.jpg,3
4780,DATA/train/VeryMildDemented/verymildDem692.jpg,3
3991,DATA/train/VeryMildDemented/verymildDem1594.jpg,3
61,DATA/train/MildDemented/mildDem153.jpg,0
1908,DATA/train/NonDemented/nonDem207.jpg,1
396,DATA/train/MildDemented/mildDem455.jpg,0
4240,DATA/train/VeryMildDemented/verymildDem205.jpg,3
4998,DATA/train/VeryMildDemented/verymildDem889.jpg,3
2457,DATA/train/NonDemented/nonDem260.jpg,1
3493,DATA/train/VeryMildDemented/verymildDem1145.jpg,3
4272,DATA/train/VeryMildDemented/verymildDem234.jpg,3
1566,DATA/train/NonDemented/nonDem1762.jpg,1
1964,DATA/train/NonDemented/nonDem212.jpg,1
4865,DATA/train/VeryMildDemented/verymildDem769.jpg,3
995,DATA/train/NonDemented/nonDem1248.jpg,1
4981,DATA/train/VeryMildDemented/verymildDem873.jpg,3
4339,DATA/train/VeryMildDemented/verymildDem295.jpg,3
3707,DATA/train/VeryMildDemented/verymildDem1338.jpg,3
954,DATA/train/NonDemented/nonDem1210.jpg,1
1377,DATA/train/NonDemented/nonDem1592.jpg,1
5110,DATA/train/VeryMildDemented/verymildDem99.jpg,3
3945,DATA/train/VeryMildDemented/verymildDem1552.jpg,3
3334,DATA/train/VeryMildDemented/verymildDem1001.jpg,3
4742,DATA/train/VeryMildDemented/verymildDem658.jpg,3
4632,DATA/train/VeryMildDemented/verymildDem559.jpg,3
2522,DATA/train/NonDemented/nonDem319.jpg,1
310,DATA/train/MildDemented/mildDem378.jpg,0
2211,DATA/train/NonDemented/nonDem2342.jpg,1
1007,DATA/train/NonDemented/nonDem1259.jpg,1
1924,DATA/train/NonDemented/nonDem2084.jpg,1
1723,DATA/train/NonDemented/nonDem1903.jpg,1
4466,DATA/train/VeryMildDemented/verymildDem409.jpg,3
1895,DATA/train/NonDemented/nonDem2058.jpg,1
1638,DATA/train/NonDemented/nonDem1827.jpg,1
4604,DATA/train/VeryMildDemented/verymildDem533.jpg,3
711,DATA/train/MildDemented/mildDem94.jpg,0
60,DATA/train/MildDemented/mildDem152.jpg,0
339,DATA/train/MildDemented/mildDem403.jpg,0
2864,DATA/train/NonDemented/nonDem627.jpg,1
643,DATA/train/MildDemented/mildDem678.jpg,0
380,DATA/train/MildDemented/mildDem440.jpg,0
1851,DATA/train/NonDemented/nonDem2018.jpg,1
4568,DATA/train/VeryMildDemented/verymildDem500.jpg,3
2673,DATA/train/NonDemented/nonDem455.jpg,1
2723,DATA/train/NonDemented/nonDem50.jpg,1
4992,DATA/train/VeryMildDemented/verymildDem883.jpg,3
4495,DATA/train/VeryMildDemented/verymildDem435.jpg,3
856,DATA/train/NonDemented/nonDem1122.jpg,1
4969,DATA/train/VeryMildDemented/verymildDem862.jpg,3
4415,DATA/train/VeryMildDemented/verymildDem363.jpg,3
2146,DATA/train/NonDemented/nonDem2284.jpg,1
99,DATA/train/MildDemented/mildDem188.jpg,0
3686,DATA/train/VeryMildDemented/verymildDem1319.jpg,3
293,DATA/train/MildDemented/mildDem362.jpg,0
2805,DATA/train/NonDemented/nonDem574.jpg,1
1886,DATA/train/NonDemented/nonDem205.jpg,1
2708,DATA/train/NonDemented/nonDem487.jpg,1
1189,DATA/train/NonDemented/nonDem1422.jpg,1
3143,DATA/train/NonDemented/nonDem879.jpg,1
4627,DATA/train/VeryMildDemented/verymildDem554.jpg,3
4492,DATA/train/VeryMildDemented/verymildDem432.jpg,3
4713,DATA/train/VeryMildDemented/verymildDem631.jpg,3
616,DATA/train/MildDemented/mildDem653.jpg,0
1123,DATA/train/NonDemented/nonDem1363.jpg,1
4080,DATA/train/VeryMildDemented/verymildDem1674.jpg,3
54,DATA/train/MildDemented/mildDem147.jpg,0
4107,DATA/train/VeryMildDemented/verymildDem1699.jpg,3
727,DATA/train/NonDemented/nonDem1006.jpg,1
494,DATA/train/MildDemented/mildDem543.jpg,0
1593,DATA/train/NonDemented/nonDem1787.jpg,1
2156,DATA/train/NonDemented/nonDem2293.jpg,1
34,DATA/train/MildDemented/mildDem129.jpg,0
2633,DATA/train/NonDemented/nonDem419.jpg,1
2791,DATA/train/NonDemented/nonDem561.jpg,1
145,DATA/train/MildDemented/mildDem229.jpg,0
4887,DATA/train/VeryMildDemented/verymildDem789.jpg,3
3840,DATA/train/VeryMildDemented/verymildDem1458.jpg,3
1314,DATA/train/NonDemented/nonDem1535.jpg,1
1211,DATA/train/NonDemented/nonDem1442.jpg,1
2544,DATA/train/NonDemented/nonDem339.jpg,1
1790,DATA/train/NonDemented/nonDem1964.jpg,1
2921,DATA/train/NonDemented/nonDem679.jpg,1
3711,DATA/train/VeryMildDemented/verymildDem1341.jpg,3
1374,DATA/train/NonDemented/nonDem159.jpg,1
1698,DATA/train/NonDemented/nonDem1881.jpg,1
1965,DATA/train/NonDemented/nonDem2120.jpg,1
4704,DATA/train/VeryMildDemented/verymildDem623.jpg,3
3688,DATA/train/VeryMildDemented/verymildDem1320.jpg,3
736,DATA/train/NonDemented/nonDem1014.jpg,1
1588,DATA/train/NonDemented/nonDem1782.jpg,1
275,DATA/train/MildDemented/mildDem346.jpg,0
1408,DATA/train/NonDemented/nonDem162.jpg,1
43,DATA/train/MildDemented/mildDem137.jpg,0
1824,DATA/train/NonDemented/nonDem1995.jpg,1
2889,DATA/train/NonDemented/nonDem65.jpg,1
990,DATA/train/NonDemented/nonDem1243.jpg,1
3379,DATA/train/VeryMildDemented/verymildDem1042.jpg,3
1960,DATA/train/NonDemented/nonDem2116.jpg,1
3716,DATA/train/VeryMildDemented/verymildDem1346.jpg,3
1382,DATA/train/NonDemented/nonDem1597.jpg,1
2773,DATA/train/NonDemented/nonDem545.jpg,1
4428,DATA/train/VeryMildDemented/verymildDem375.jpg,3
2216,DATA/train/NonDemented/nonDem2347.jpg,1
4132,DATA/train/VeryMildDemented/verymildDem1720.jpg,3
994,DATA/train/NonDemented/nonDem1247.jpg,1
4120,DATA/train/VeryMildDemented/verymildDem171.jpg,3
